car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,torque,seats,selling_price
Maruti Swift Dzire,Maruti,Swift Dzire,3,100000,INDIVIDUAL,Petrol,Manual,19.0 kmpl,1197 CC,85.8 bhp,24@ 1900(kgm@ rpm),5.0,375000
Hyundai i10,Hyundai,i10,14,97000,DEALER,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,,5.0,245000
Maruti Ertiga,Maruti,Ertiga,8,138000,dealer,Diesel,Manual,25.47 kmpl,1248 CC,88.5 bhp,170Nm@ 1800-2400rpm,7.0,690000
Volkswagen Vento,Volkswagen,Vento,5,56205,  Dealer ,petrol,Automatic,18.19 kmpl,1197 CC,103.2 bhp,24@ 1900(kgm@ rpm),5.0,650000
Datsun GO,Datsun,GO,5,120000,Individual,Petrol,Manual,20.62 kmpl,1198 CC,67.0 bhp,170Nm@ 1800-2400rpm,7.0,200000
BMW 3,BMW,3,9,60000,dealer,Diesel,Automatic,16.07 kmpl,1995 CC,181.0 bhp,24@ 1900(kgm@ rpm),4.0,1250000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,48000,Dealer,DIESEL,Automatic,16.1 kmpl,1950 CC,191.7 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,3750000
BMW 5,BMW,5,5,75000,dealer,Diesel,Automatic,22.48 kmpl,1995 CC,187.74 bhp,113Nm@ 4000rpm,5.0,2600000
Renault KWID,Renault,KWID,3,7300,Individual,Petrol,Manual,25.17 kmpl,799 CC,,113Nm@ 4000rpm,5.0,330000
Maruti Celerio,Maruti,Celerio,6,50000,Individual,Petrol,Automatic,23.1 kmpl,998 CC,67.04 bhp,24@ 1900(kgm@ rpm),5.0,400000
MG Hector,MG,Hector,2,4100,Dealer,Petrol,Automatic,13.96 kmpl,1451 CC,141.0 bhp,190Nm@ 2000rpm,5.0,1865000
Ford Ecosport,Ford,Ecosport,3,36000,dealer,Diesel,Manual,23.0 kmpl,1498 CC,98.96 bhp,250Nm@ 1500-2500rpm,5.0,825000
Mahindra XUV500,Mahindra,XUV500,3,31324,  Dealer ,Diesel,Manual,16.0 kmpl,2179 CC,140.0 bhp,200Nm@ 1750rpm,7.0,1685000
Maruti Swift Dzire,Maruti,Swift Dzire,6,72000,Dealer,  Diesel ,Manual,26.59 kmpl,1248 CC,74.0 bhp,250Nm@ 1500-2500rpm,5.0,695000
Hyundai Verna,Hyundai,Verna,10,110000,Individual,diesel,Manual,,,126.3 bhp,,5.0,530000
Maruti Swift Dzire,Maruti,Swift Dzire,10,180000,Individual,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,380000
Hyundai Grand,Hyundai,Grand,4,76000,Dealer,Petrol,Automatic,18.9 kmpl,1197 CC,82.0 bhp,113Nm@ 4000rpm,5.0,515000
BMW 5,BMW,5,6,52000,Dealer,Diesel,Automatic,18.12 kmpl,1995 CC,190.0 bhp,24@ 1900(kgm@ rpm),5.0,1850000
Ford Figo,Ford,Figo,6,85000,Individual,DIESEL,Manual,25.83 kmpl,,99.0 bhp,,5.0,250000
Mahindra Alturas,Mahindra,Alturas,2,36000,dealer,Diesel,Automatic,12.05 kmpl,2157 CC,178.49 bhp,91Nm@ 3500rpm,7.0,2950000
Hyundai Verna,Hyundai,Verna,7,68000,Dealer,Diesel,Manual,22.32 kmpl,1582 CC,126.32 bhp,200Nm@ 1750rpm,5.0,475000
Maruti Swift,Maruti,Swift,6,30000,Individual,Petrol,Manual,20.4 kmpl,1197 CC,81.8 bhp,250Nm@ 1500-2500rpm,5.0,370000
Hyundai Creta,Hyundai,Creta,4,33000,dealer,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,1070000
Maruti Alto,Maruti,Alto,7,56332,dealer,Petrol,Manual,23.95 kmpl,998 CC,,200Nm@ 1750rpm,5.0,285000
Maruti Swift,Maruti,Swift,4,14838,Individual,Petrol,Manual,22.0 kmpl,1197 CC,81.8 bhp,200Nm@ 1750rpm,5.0,525000
Mahindra Thar,Mahindra,Thar,5,49000,Dealer,Diesel,Manual,16.55 kmpl,2498 CC,,91Nm@ 3500rpm,7.0,750000
Maruti Alto,Maruti,Alto,7,20068,Dealer,petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,170Nm@ 1800-2400rpm,5.0,286000
BMW 3,BMW,3,6,45000,DEALER,Diesel,Automatic,22.69 kmpl,1995 CC,190.0 bhp,250Nm@ 1500-2500rpm,5.0,1890000
Maruti Wagon R,Maruti,Wagon R,11,49000,dealer,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,,5.0,220000
Hyundai i20,Hyundai,i20,10,60000,  Dealer ,Petrol,Manual,17.0 kmpl,1197 CC,80.0 bhp,91Nm@ 3500rpm,5.0,245000
Hyundai i20,Hyundai,i20,8,28000,Dealer,PETROL,Manual,18.5 kmpl,1197 CC,82.85 bhp,91Nm@ 3500rpm,5.0,425000
BMW 5,BMW,5,2,18000,DEALER,Diesel,Automatic,22.48 kmpl,1995 CC,187.74 bhp,113Nm@ 4000rpm,5.0,4500000
Maruti Swift,Maruti,Swift,3,54100,DEALER,Diesel,Manual,22.9 kmpl,1248 CC,74.0 bhp,24@ 1900(kgm@ rpm),5.0,650000
Maruti Alto,Maruti,Alto,7,25000,Dealer,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,200Nm@ 1750rpm,5.0,265000
Maruti Alto,Maruti,Alto,5,40000,Individual,  Petrol ,Manual,22.74 kmpl,796 CC,47.3 bhp,190Nm@ 2000rpm,5.0,280000
Renault Duster,Renault,Duster,9,70000,Individual,Diesel,Manual,19.01 kmpl,1461 CC,108.45 bhp,91Nm@ 3500rpm,5.0,400000
Maruti Ciaz,Maruti,Ciaz,3,15700,Dealer,Petrol,Automatic,20.28 kmpl,1462 CC,103.25 bhp,113Nm@ 4000rpm,5.0,920000
Hyundai Grand,Hyundai,Grand,7,35000,INDIVIDUAL,petrol,Manual,18.9 kmpl,1197 CC,82.0 bhp,190Nm@ 2000rpm,5.0,425000
Hyundai Grand,Hyundai,Grand,3,10000,individual,petrol,Manual,18.9 kmpl,,81.86 bhp,,5.0,450000
Maruti Swift Dzire,Maruti,Swift Dzire,7,91000,Dealer,DIESEL,Manual,23.4 kmpl,1248 CC,74.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,550000
Maruti Alto,Maruti,Alto,10,64100,dealer,  Petrol ,Manual,20.92 kmpl,998 CC,67.1 bhp,24@ 1900(kgm@ rpm),5.0,210000
Renault KWID,Renault,KWID,4,33000,Dealer,PETROL,Manual,23.01 kmpl,999 CC,67.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,360000
Maruti Alto,Maruti,Alto,1,5000,Individual,  Petrol ,Manual,22.05 kmpl,796 CC,47.3 bhp,170Nm@ 1800-2400rpm,5.0,373000
Hyundai i20,Hyundai,i20,3,20000,Dealer,Petrol,Automatic,17.4 kmpl,1197 CC,81.86 bhp,200Nm@ 1750rpm,5.0,795000
Maruti Wagon R,Maruti,Wagon R,6,28207,Dealer,  Petrol ,Manual,21.79 kmpl,998 CC,67.05 bhp,24@ 1900(kgm@ rpm),5.0,320000
Hyundai i20,Hyundai,i20,6,48000,individual,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,113Nm@ 4000rpm,5.0,635000
Maruti Ertiga,Maruti,Ertiga,4,50000,Dealer,diesel,Manual,24.2 kmpl,1498 CC,93.87 bhp,170Nm@ 1800-2400rpm,7.0,740000
Mahindra Bolero,Mahindra,Bolero,7,60000,INDIVIDUAL,  Diesel ,Manual,15.96 kmpl,2523 CC,63.0 bhp,170Nm@ 1800-2400rpm,9.0,575000
Ford Ecosport,Ford,Ecosport,6,131100,individual,DIESEL,Manual,22.77 kmpl,1498 CC,98.59 bhp,24@ 1900(kgm@ rpm),5.0,600000
Skoda Superb,Skoda,Superb,8,49944,dealer,Petrol,Manual,13.14 kmpl,1798 CC,160.0 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,470000
Tata Tiago,Tata,Tiago,2,20000,Individual,Petrol,Manual,23.84 kmpl,,84.0 bhp,,5.0,550000
Maruti Alto,Maruti,Alto,14,25000,Individual,PETROL,Manual,19.7 kmpl,796 CC,46.3 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,100000
Toyota Fortuner,Toyota,Fortuner,4,70000,Individual,Diesel,Manual,14.24 kmpl,2755 CC,174.5 bhp,"12.7@ 2,700(kgm@ rpm)",7.0,2800000
BMW 5,BMW,5,6,55121,Dealer,Diesel,Automatic,18.48 kmpl,,177.0 bhp,,5.0,2111000
Hyundai Grand,Hyundai,Grand,5,48000,Dealer,diesel,Manual,24.0 kmpl,1120 CC,70.0 bhp,190Nm@ 2000rpm,5.0,415000
Hyundai i10,Hyundai,i10,12,18000,  Dealer ,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,170Nm@ 1800-2400rpm,5.0,330000
Honda Jazz,Honda,Jazz,9,40383,  Dealer ,Petrol,Manual,16.7 kmpl,1198 CC,88.8 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,325000
Honda City,Honda,City,3,25000,Individual,PETROL,Automatic,18.0 kmpl,1497 CC,117.6 bhp,170Nm@ 1800-2400rpm,5.0,940000
Mahindra XUV500,Mahindra,XUV500,5,120000,individual,  Diesel ,Automatic,16.0 kmpl,2179 CC,140.0 bhp,190Nm@ 2000rpm,7.0,1400000
BMW 3,BMW,3,6,33000,  Dealer ,Diesel,Automatic,19.62 kmpl,1995 CC,187.74 bhp,200Nm@ 1750rpm,5.0,2050000
Honda CR-V,Honda,CR-V,4,55000,Dealer,Petrol,Automatic,11.1 kmpl,2354 CC,158.8 bhp,250Nm@ 1500-2500rpm,5.0,1750000
Maruti Alto,Maruti,Alto,14,76366,Dealer,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,24@ 1900(kgm@ rpm),5.0,185000
Maruti Ertiga,Maruti,Ertiga,8,53080,  Dealer ,Diesel,Manual,25.47 kmpl,1248 CC,88.5 bhp,113Nm@ 4000rpm,7.0,475000
Hyundai Verna,Hyundai,Verna,5,52000,Dealer,Diesel,Manual,23.9 kmpl,1582 CC,126.32 bhp,170Nm@ 1800-2400rpm,5.0,875000
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,8,51000,DEALER,Diesel,Automatic,12.0 kmpl,2987 CC,221.3 bhp,91Nm@ 3500rpm,7.0,3100000
Toyota Innova,Toyota,Innova,5,119000,Dealer,DIESEL,Manual,,2393 CC,147.8 bhp,170Nm@ 1800-2400rpm,7.0,1400000
Honda Amaze,Honda,Amaze,6,66000,dealer,  Diesel ,Manual,25.8 kmpl,1498 CC,98.6 bhp,250Nm@ 1500-2500rpm,5.0,415000
Maruti Wagon R,Maruti,Wagon R,4,25000,Dealer,Petrol,Automatic,21.79 kmpl,998 CC,,190Nm@ 2000rpm,5.0,425000
Maruti Eeco,Maruti,Eeco,5,40000,Dealer,PETROL,Manual,15.37 kmpl,1196 CC,72.42 bhp,"12.7@ 2,700(kgm@ rpm)",,365000
Toyota Innova,Toyota,Innova,7,210000,Individual,Diesel,Manual,12.99 kmpl,2494 CC,100.57 bhp,250Nm@ 1500-2500rpm,7.0,600000
Honda City,Honda,City,6,83000,Dealer,  Diesel ,Manual,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,675000
Maruti Swift,Maruti,Swift,7,89000,Individual,DIESEL,Manual,25.2 kmpl,1248 CC,74.0 bhp,170Nm@ 1800-2400rpm,5.0,350000
Mahindra Marazzo,Mahindra,Marazzo,1,5000,Individual,DIESEL,Manual,17.3 kmpl,1497 CC,121.0 bhp,113Nm@ 4000rpm,7.0,1100000
Audi A6,Audi,A6,6,56227,DEALER,Diesel,Automatic,17.68 kmpl,1968 CC,174.33 bhp,200Nm@ 1750rpm,5.0,2675000
Hyundai i20,Hyundai,i20,9,56328,dealer,Diesel,Manual,21.9 kmpl,1396 CC,88.76 bhp,24@ 1900(kgm@ rpm),5.0,370000
Hyundai Grand,Hyundai,Grand,6,40000,Individual,  Petrol ,Manual,18.9 kmpl,1197 CC,82.0 bhp,200Nm@ 1750rpm,5.0,375000
Tata Safari,Tata,Safari,12,110000,  Individual ,diesel,Manual,11.57 kmpl,2179 CC,138.1 bhp,190Nm@ 2000rpm,7.0,300000
Toyota Innova,Toyota,Innova,2,10000,Dealer,Diesel,Automatic,11.36 kmpl,2755 CC,171.5 bhp,200Nm@ 1750rpm,7.0,1900000
Honda City,Honda,City,11,77250,Dealer,Petrol,Automatic,16.8 kmpl,1497 CC,118.0 bhp,250Nm@ 1500-2500rpm,5.0,349000
Hyundai i10,Hyundai,i10,8,45000,Individual,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,24@ 1900(kgm@ rpm),5.0,280000
BMW X1,BMW,X1,9,92000,Dealer,diesel,Automatic,17.05 kmpl,1995 CC,184.0 bhp,200Nm@ 1750rpm,5.0,1200000
Maruti Swift,Maruti,Swift,5,40000,Individual,Diesel,Manual,25.2 kmpl,1248 CC,74.0 bhp,190Nm@ 2000rpm,5.0,500000
Maruti Swift,Maruti,Swift,11,100000,INDIVIDUAL,DIESEL,Manual,17.8 kmpl,1248 CC,,"12.7@ 2,700(kgm@ rpm)",5.0,250000
Maruti Baleno,Maruti,Baleno,4,35000,Dealer,petrol,Automatic,19.56 kmpl,1197 CC,81.8 bhp,190Nm@ 2000rpm,5.0,670000
Honda Jazz,Honda,Jazz,3,45178,  Dealer ,Petrol,Manual,18.7 kmpl,1199 CC,88.7 bhp,91Nm@ 3500rpm,5.0,650000
Honda City,Honda,City,12,100000,individual,Petrol,Manual,17.0 kmpl,1497 CC,118.0 bhp,170Nm@ 1800-2400rpm,5.0,300000
Maruti Swift,Maruti,Swift,6,78000,  Dealer ,Diesel,Manual,25.2 kmpl,1248 CC,74.0 bhp,91Nm@ 3500rpm,5.0,465000
Toyota Fortuner,Toyota,Fortuner,3,32000,Dealer,  Diesel ,Automatic,12.9 kmpl,2755 CC,174.5 bhp,250Nm@ 1500-2500rpm,7.0,2950000
Hyundai Santro,Hyundai,Santro,13,54000,  Dealer ,Petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,250Nm@ 1500-2500rpm,5.0,235000
Hyundai Creta,Hyundai,Creta,5,57000,DEALER,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,190Nm@ 2000rpm,5.0,1075000
Maruti Alto,Maruti,Alto,6,35236,Dealer,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,113Nm@ 4000rpm,5.0,300000
Hyundai i10,Hyundai,i10,7,70000,individual,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,24@ 1900(kgm@ rpm),5.0,220000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,29000,dealer,PETROL,Automatic,14.74 kmpl,1991 CC,181.03 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,1250000
Tata Nexon,Tata,Nexon,2,20000,INDIVIDUAL,Diesel,Manual,21.5 kmpl,1497 CC,108.5 bhp,190Nm@ 2000rpm,5.0,1000000
Renault Duster,Renault,Duster,7,65000,Dealer,diesel,Manual,20.45 kmpl,1461 CC,83.8 bhp,170Nm@ 1800-2400rpm,5.0,450000
Maruti Alto,Maruti,Alto,5,10370,INDIVIDUAL,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,113Nm@ 4000rpm,5.0,320000
Maruti Swift,Maruti,Swift,8,54000,Dealer,diesel,Manual,22.9 kmpl,1248 CC,74.0 bhp,113Nm@ 4000rpm,5.0,445000
Honda Amaze,Honda,Amaze,8,51112,Dealer,Petrol,Automatic,15.5 kmpl,1198 CC,86.7 bhp,170Nm@ 1800-2400rpm,5.0,295000
Hyundai i10,Hyundai,i10,12,56700,  Dealer ,  Petrol ,Manual,20.36 kmpl,1197 CC,78.9 bhp,91Nm@ 3500rpm,5.0,245000
Mahindra XUV500,Mahindra,XUV500,8,99000,DEALER,diesel,Manual,15.1 kmpl,2179 CC,140.0 bhp,190Nm@ 2000rpm,7.0,650000
Maruti Vitara,Maruti,Vitara,3,48622,Dealer,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,850000
Honda City,Honda,City,6,15000,Individual,Petrol,Manual,17.4 kmpl,1497 CC,,190Nm@ 2000rpm,5.0,875000
Audi A6,Audi,A6,6,100000,Dealer,DIESEL,Automatic,18.53 kmpl,1968 CC,187.74 bhp,190Nm@ 2000rpm,5.0,2275000
Skoda Superb,Skoda,Superb,9,81131,dealer,Diesel,Manual,17.2 kmpl,1968 CC,138.1 bhp,170Nm@ 1800-2400rpm,5.0,630000
Maruti Swift,Maruti,Swift,3,23000,INDIVIDUAL,Petrol,Manual,22.0 kmpl,1197 CC,81.8 bhp,250Nm@ 1500-2500rpm,5.0,750000
Toyota Fortuner,Toyota,Fortuner,3,25344,Dealer,Diesel,Automatic,12.9 kmpl,2755 CC,174.5 bhp,250Nm@ 1500-2500rpm,7.0,3485000
Ford Figo,Ford,Figo,8,63000,dealer,Diesel,Manual,20.0 kmpl,,68.05 bhp,,5.0,345000
Mahindra XUV500,Mahindra,XUV500,6,60000,Individual,Diesel,Automatic,16.0 kmpl,2179 CC,140.0 bhp,91Nm@ 3500rpm,7.0,1400000
Hyundai Santro,Hyundai,Santro,10,64000,Dealer,petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,210000
Land Rover Rover,Land Rover,Rover,8,80000,Dealer,Diesel,Automatic,12.39 kmpl,2179 CC,147.51 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,1275000
Toyota Innova,Toyota,Innova,6,172000,Dealer,Diesel,Manual,12.99 kmpl,2494 CC,100.0 bhp,170Nm@ 1800-2400rpm,7.0,1179000
Hyundai i20,Hyundai,i20,7,63000,dealer,  Diesel ,Manual,23.0 kmpl,1396 CC,90.0 bhp,91Nm@ 3500rpm,5.0,365000
Hyundai Verna,Hyundai,Verna,6,156000,Individual,Diesel,Manual,,1582 CC,126.2 bhp,91Nm@ 3500rpm,5.0,900000
Skoda Superb,Skoda,Superb,11,59000,Dealer,diesel,Automatic,17.2 kmpl,1968 CC,138.03 bhp,200Nm@ 1750rpm,5.0,549000
Porsche Cayenne,Porsche,Cayenne,4,36000,Dealer,Petrol,Automatic,12.5 kmpl,3604 CC,420.0 bhp,,5.0,7800000
Maruti Eeco,Maruti,Eeco,1,20000,INDIVIDUAL,Petrol,Manual,16.11 kmpl,1196 CC,72.42 bhp,113Nm@ 4000rpm,5.0,480000
Renault Duster,Renault,Duster,7,72000,Dealer,Diesel,Manual,19.01 kmpl,1461 CC,108.45 bhp,113Nm@ 4000rpm,5.0,495000
Toyota Innova,Toyota,Innova,6,86000,Dealer,DIESEL,Manual,12.8 kmpl,2494 CC,102.0 bhp,"12.7@ 2,700(kgm@ rpm)",7.0,1345000
Maruti Wagon R,Maruti,Wagon R,11,80000,INDIVIDUAL,LPG,Manual,26.2 km/kg,998 CC,58.2 bhp,113Nm@ 4000rpm,5.0,220000
Hyundai Grand,Hyundai,Grand,4,15000,  Dealer ,PETROL,Automatic,18.9 kmpl,1197 CC,82.0 bhp,170Nm@ 1800-2400rpm,5.0,550000
Maruti Alto,Maruti,Alto,7,35000,INDIVIDUAL,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,250000
Toyota Innova,Toyota,Innova,7,34000,  Dealer ,DIESEL,Manual,12.99 kmpl,2494 CC,100.6 bhp,190Nm@ 2000rpm,7.0,825000
Skoda Rapid,Skoda,Rapid,8,60000,Individual,  Diesel ,Manual,20.5 kmpl,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5.0,350000
Maruti Ciaz,Maruti,Ciaz,4,28847,dealer,Petrol,Automatic,19.12 kmpl,1373 CC,,113Nm@ 4000rpm,5.0,850000
Maruti Alto,Maruti,Alto,7,20000,Individual,petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,190Nm@ 2000rpm,5.0,270000
Maruti Swift,Maruti,Swift,6,38000,Individual,Diesel,Manual,25.2 kmpl,1248 CC,74.0 bhp,200Nm@ 1750rpm,5.0,530000
Mahindra Scorpio,Mahindra,Scorpio,5,51000,dealer,  Diesel ,Manual,15.4 kmpl,1997 CC,120.0 bhp,250Nm@ 1500-2500rpm,7.0,960000
Hyundai Grand,Hyundai,Grand,5,15000,Individual,Petrol,Manual,18.9 kmpl,1197 CC,82.0 bhp,24@ 1900(kgm@ rpm),5.0,430000
Honda City,Honda,City,12,66000,Dealer,Petrol,Manual,17.0 kmpl,1497 CC,118.0 bhp,91Nm@ 3500rpm,5.0,262000
Tata Harrier,Tata,Harrier,2,68000,Dealer,Diesel,Manual,17.0 kmpl,1956 CC,138.1 bhp,24@ 1900(kgm@ rpm),5.0,1550000
Mahindra Bolero,Mahindra,Bolero,3,83000,Individual,DIESEL,Manual,16.5 kmpl,,70.0 bhp,,7.0,675000
Mahindra XUV500,Mahindra,XUV500,6,70765,Dealer,Diesel,Manual,16.0 kmpl,2179 CC,140.0 bhp,24@ 1900(kgm@ rpm),7.0,1085000
Hyundai Grand,Hyundai,Grand,6,40000,Individual,Petrol,Manual,18.9 kmpl,1197 CC,82.0 bhp,200Nm@ 1750rpm,5.0,350000
Volkswagen Vento,Volkswagen,Vento,9,185000,  Individual ,  Diesel ,Manual,20.54 kmpl,1598 CC,103.6 bhp,24@ 1900(kgm@ rpm),5.0,425000
Honda WR-V,Honda,WR-V,3,33000,Dealer,PETROL,Manual,17.5 kmpl,1199 CC,88.7 bhp,113Nm@ 4000rpm,5.0,825000
Maruti Ertiga,Maruti,Ertiga,7,57000,Dealer,Petrol,Manual,16.02 kmpl,1373 CC,93.7 bhp,113Nm@ 4000rpm,,525000
Porsche Cayenne,Porsche,Cayenne,8,57000,Dealer,Diesel,Automatic,15.15 kmpl,2967 CC,240.0 bhp,113Nm@ 4000rpm,5.0,2890000
Volkswagen Polo,Volkswagen,Polo,11,50000,Dealer,Petrol,Manual,16.47 kmpl,1198 CC,73.9 bhp,,5.0,395000
Maruti Swift Dzire,Maruti,Swift Dzire,5,63328,Dealer,Diesel,Manual,26.59 kmpl,1248 CC,74.0 bhp,190Nm@ 2000rpm,5.0,630000
Maruti Vitara,Maruti,Vitara,5,50000,DEALER,DIESEL,Manual,24.3 kmpl,1248 CC,88.5 bhp,190Nm@ 2000rpm,5.0,800000
Maruti Eeco,Maruti,Eeco,3,22000,Individual,CNG,Manual,21.94 km/kg,1196 CC,61.7 bhp,200Nm@ 1750rpm,5.0,480000
Toyota Innova,Toyota,Innova,8,70000,INDIVIDUAL,diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,190Nm@ 2000rpm,7.0,690000
Hyundai Creta,Hyundai,Creta,5,60000,Individual,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,24@ 1900(kgm@ rpm),5.0,975000
Volkswagen Vento,Volkswagen,Vento,6,51000,DEALER,Diesel,Automatic,22.15 kmpl,1498 CC,108.6 bhp,190Nm@ 2000rpm,5.0,585000
Maruti Wagon R,Maruti,Wagon R,8,67000,  Dealer ,CNG,Manual,32.52 km/kg,998 CC,58.33 bhp,,5.0,260000
Maruti Swift Dzire,Maruti,Swift Dzire,11,156000,Individual,DIESEL,Manual,19.3 kmpl,1248 CC,73.9 bhp,,5.0,360000
Mini Cooper,Mini,Cooper,9,38000,Dealer,Petrol,Automatic,13.6 kmpl,1598 CC,181.0 bhp,250Nm@ 1500-2500rpm,4.0,1290000
Tata Nexon,Tata,Nexon,2,15000,Individual,Petrol,Automatic,17.0 kmpl,1198 CC,108.5 bhp,24@ 1900(kgm@ rpm),5.0,850000
Honda Amaze,Honda,Amaze,3,40000,dealer,DIESEL,Manual,25.8 kmpl,1498 CC,98.6 bhp,24@ 1900(kgm@ rpm),5.0,725000
Datsun RediGO,Datsun,RediGO,3,15000,individual,  Petrol ,Manual,22.5 kmpl,999 CC,68.0 bhp,250Nm@ 1500-2500rpm,5.0,285000
Toyota Camry,Toyota,Camry,5,86012,dealer,PETROL,Automatic,19.16 kmpl,2494 CC,157.7 bhp,24@ 1900(kgm@ rpm),5.0,1800000
Hyundai i10,Hyundai,i10,10,58000,dealer,PETROL,Manual,20.36 kmpl,1197 CC,78.9 bhp,24@ 1900(kgm@ rpm),5.0,270000
Maruti Wagon R,Maruti,Wagon R,4,86000,dealer,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,200Nm@ 1750rpm,5.0,410000
Toyota Innova,Toyota,Innova,4,33000,Dealer,Diesel,Manual,13.68 kmpl,2393 CC,147.51 bhp,190Nm@ 2000rpm,8.0,1725000
Maruti Swift Dzire,Maruti,Swift Dzire,5,90503,Dealer,DIESEL,Manual,23.4 kmpl,1248 CC,74.0 bhp,113Nm@ 4000rpm,5.0,725000
Ford Ecosport,Ford,Ecosport,3,29000,Dealer,Diesel,Manual,,1498 CC,98.96 bhp,113Nm@ 4000rpm,5.0,1100000
Maruti Eeco,Maruti,Eeco,6,20000,Individual,Petrol,Manual,15.37 kmpl,1196 CC,73.0 bhp,190Nm@ 2000rpm,7.0,300000
Hyundai Grand,Hyundai,Grand,4,73000,individual,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,190Nm@ 2000rpm,5.0,375000
Hyundai i20,Hyundai,i20,5,64000,Individual,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,250Nm@ 1500-2500rpm,5.0,535000
Honda City,Honda,City,11,72000,Dealer,Petrol,Automatic,16.8 kmpl,1497 CC,118.0 bhp,250Nm@ 1500-2500rpm,5.0,331000
Jaguar XF,Jaguar,XF,10,70000,  Dealer ,  Diesel ,Automatic,,2993 CC,270.9 bhp,91Nm@ 3500rpm,5.0,1550000
Hyundai i20,Hyundai,i20,3,53000,Dealer,  Diesel ,Manual,22.54 kmpl,,88.76 bhp,,5.0,690000
Maruti Wagon R,Maruti,Wagon R,3,45455,Dealer,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,200Nm@ 1750rpm,5.0,425000
Maruti Vitara,Maruti,Vitara,4,40000,INDIVIDUAL,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,24@ 1900(kgm@ rpm),5.0,720000
Toyota Fortuner,Toyota,Fortuner,9,51000,dealer,  Diesel ,Automatic,12.55 kmpl,2982 CC,168.5 bhp,170Nm@ 1800-2400rpm,7.0,1265000
Honda CR-V,Honda,CR-V,5,56000,dealer,Petrol,Automatic,,2354 CC,187.4 bhp,170Nm@ 1800-2400rpm,5.0,1475000
BMW X5,BMW,X5,6,70000,Dealer,Diesel,Automatic,15.3 kmpl,2993 CC,,200Nm@ 1750rpm,5.0,3500000
Maruti Baleno,Maruti,Baleno,5,31600,  Dealer ,Petrol,Manual,21.4 kmpl,1197 CC,83.1 bhp,,5.0,532000
Ford Ecosport,Ford,Ecosport,2,15000,Dealer,Petrol,Automatic,14.8 kmpl,1497 CC,121.36 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,1145000
Maruti Baleno,Maruti,Baleno,5,28582,Dealer,petrol,Manual,21.4 kmpl,1197 CC,83.1 bhp,170Nm@ 1800-2400rpm,5.0,550000
Toyota Innova,Toyota,Innova,8,117000,  Dealer ,Diesel,Manual,12.99 kmpl,2494 CC,100.0 bhp,170Nm@ 1800-2400rpm,7.0,950000
BMW 5,BMW,5,2,12000,Dealer,Diesel,Automatic,22.48 kmpl,1995 CC,187.74 bhp,190Nm@ 2000rpm,5.0,4900000
